,news_title,news_dates,news_details
144,Sony jumps 7.5% after raising FY18 guidance,"Feb. 2, 2018, 4:48 AM","
Sony (NYSE:SNE): Q3 EPS of ￥228.91 beats by ￥124.60.Revenue of ￥2.67T (+11.3% Y/Y) beats by ￥110B.Shares +7.5% PM.Press Release "
145,Sony Head to Step Down,"Feb. 2, 2018, 3:47 AM","
Sony (NYSE:SNE) said Friday that Kazuo Hirai will step down from his CEO role in April after six years on the job and assume a chairman position at the company.Taking the reins as chief executive will be current Sony CFO Kenichiro Yoshida, who will in turn be replaced by mobile unit head Hiroki Totoki.Separately on Friday, Sony also announced a big year-over-year earnings climb for the fiscal third quarter, mainly due to the lack of an impairment charge seen in the previous year. The company also reported higher revenue for the quarter and raised its guidance for the full year.Sony was recently up 0.9% in premarket trading. "
146,"'Maze Runner' takes top spot at box office, adding to Fox haul","Jan. 29, 2018, 2:05 PM","
 It was Fox's (FOX +0.1%, FOXA +0.3%) turn to clean up at the box office, with Maze Runner: The Death Cure taking the No. 1 spot and Fox distributing two of the other top five. The Maze Runner sequel drew $23.5M to interrupt a solid run from Jumanji: Welcome to the Jungle (SNE -3.5%), which settled into the second spot with $16.4M. A wide release of Entertainment Studios' Hostiles was third with $10.2M. Meanwhile, Fox's The Greatest Showman ($9.5M) and The Post ($8.85M) rounded out the top five. Jumanji is still plugging along, with a light drop-off from last week and hitting $338M in cumulative domestic grosses and a total of $822M worldwide. It's now Sony's third-largest domestic release ever.  "
147,Sony goes negative as JPMorgan downgrades on phone sensor worries,"Jan. 23, 2018, 3:00 PM","
 Sony (NYSE:SNE), in positive ground all day, has slipped to a 1% decline after JPMorgan downgraded the stock to Neutral on image sensor weakness (tied in no small part to the iPhone X). With momentum slowing on the iPhone and high-end smartphones ""clearly hitting a plateau,"" Sony's image sensors will fall on harder demand. Apple makes up about 50% of total CIS revenue, analyst J.J. Park says, and Sony stock has increasingly moved along with that of Apple and its supply chain names. (h/t Bloomberg) The firm says iPhone X production would likely fall 50% sequentially, with weakness ongoing through the first half.  "
148,'Jumanji' now one of Sony's best-ever film performers,"Jan. 22, 2018, 1:21 PM","
 It was another week at the top for top box-office draw Dwayne Johnson and Jumanji: Welcome to the Jungle, which outgrossed another two openings to lead for the third straight week. With $20M in its fifth week of release, the film becomes one of Sony's (SNE +1.2%) best-performing releases ever. It's grossed $317M domestically, passing Skyfall and making it Sony's No. 5 performer on that all-time chart. And it's drawn a worldwide total of $767.8M. It topped the $16.5M grossed by war film 12 Strong (TWX +0.2%), and $15.3M from fellow newcomer (and Federal Reserve theft movie!) Den of Thieves (STX). It's also the first film not to open atop the box office to go on to top $300M (thanks to a release against Star Wars: The Last Jedi). A pair of Fox releases (FOX +1.9%, FOXA +1.8%) rounded out the top five: The Post at No. 4 with $12.15M, and The Greatest Showman with $11M (hitting $113.5M cumulative).  "
149,Videogames close 2017 with 11% year-over-year sales gain,"Jan. 18, 2018, 7:01 PM","
 With December's videogame sales adding an exclamation point to the year as always, the industry closed out a 2017 with yearlong total sales rising 11% Y/Y to $14.59B. The story in hardware sales was the Nintendo Switch (OTCPK:NTDOY), whose early-2017 release helped goose that category by 28% to $4.71B for the year, according to NPD Group. Combined sales of PlayStation 4 (NYSE:SNE) and Xbox One (NASDAQ:MSFT) are running at record pace, says NPD's Mat Piscatella; over the first 50 months in market for each, the installed base is running 18% ahead of the PlayStation 3/Xbox 360 team, and 4% ahead of the Playstion 2/Xbox combo. Meanwhile, on a time-aligned basis for its first 10 months, the Switch has sold more consoles than any other platform in history, he says. Software rose 4.9% for the year to $6.66B; console/portable software rose 6% to $6.39B, while PC game software dropped 20% to $275M. Accessories inched up 2% to $3.22B in 2017 sales Call of Duty: WWII (NASDAQ:ATVI) used chart-topping sales from November and December to become the year's best-selling software title by dollars, ahead of NBA 2K18 (NASDAQ:TTWO) and Destiny 2 (ATVI). Madden NFL 18 (NASDAQ:EA) and The Legend of Zelda: Breath of the Wild (OTCPK:NTDOY) rounded out the year's top five games. In the rest of the top 10 games: No. 6, Grand Theft Auto V (TTWO); No. 7, Tom Clancy's Ghost Recon: Wildlands (OTCPK:UBSFY); No. 8, Star Wars: Battlefront II (EA); No. 9, Super Mario Odyssey (OTCPK:NTDOY); and No. 10, Mario Kart 8 (OTCPK:NTDOY). ETF: GAMR  "
150,Hardware push lifts December videogame sales 10% from 2016,"Jan. 18, 2018, 6:47 PM","
 A key holiday month for videogame sales came in strong, with overall sales up 10% Y/Y in December, driven by a heavy boost from hardware sales. The total figure rose to $3.3B, according to NPD Group. Hardware sales rose an impressive 27% to $1.27B; software sales rose 1.1% to $1.28B; and accessories sales were near flat at $735M. In software, console/portable sales rose 2% to $1.24B, while PC games fell 17% to $40M. Hardware spending growth was driven again by Nintendo Switch (OTCPK:NTDOY), the month's best-selling platform. (The PlayStation 4 (NYSE:SNE) was the best-selling platform for 2017.) In software, Call of Duty: WWII (NASDAQ:ATVI) held the top spot on the dollar sales chart, while Star Wars: Battlefront II (NASDAQ:EA) stayed at No. 2. Super Mario Odyssey (OTCPK:NTDOY) moved up to the third spot, ahead of NBA 2K18 (NASDAQ:TTWO) and Mario Kart 8 (OTCPK:NTDOY). Rounding out the top 10 in December's software sales: No. 6, Madden NFL 18 (EA); No. 7, PlayerUnknown's Battlegrounds (NASDAQ:MSFT); No. 8, Assassin's Creed: Origins (OTCPK:UBSFY); No. 9, The Legend of Zelda: Breath of the Wild (OTCPK:NTDOY); and No. 10, Grand Theft Auto V (TTWO). After hours: OTCPK:NTDOY -0.2%; SNE flat; MSFT +0.1%; ATVI flat; EA -0.4%; TTWO flat; OTCPK:UBSFY inactive. ETF: GAMR  "
151,'Jumanji' holds off challengers to box-office lead,"Jan. 16, 2018, 3:53 PM","
 Jumanji: Welcome to the Jungle (SNE -2%) has held its top spot on the box-office charts, solidly outgrossing an action newcomer and the wide release of a newspaper drama. Sony's film drew $35.4M over the four-day holiday weekend, ahead of second-place The Post (FOX -1.2%, FOXA -0.8%), which went nationwide with $23.4M after a limited release, and newcomer The Commuter (LGF.A -4.2%, LGF.B -4.2%), which grossed $16.4M to edge Fox's The Greatest Showman ($15.6M in its fourth week). Jumanji has grossed a cumulative $291.6M domestically and added $385M overseas for a worldwide total of $676.6M. Meanwhile, Star Wars: The Last Jedi (DIS -1.5%) -- in fifth place over the holiday weekend with $15.3M -- has grossed $595.6M domestically and $1.27B worldwide.  "
152,Sony planning deeper push into robotics,"Jan. 10, 2018, 5:12 AM","
Sony's (NYSE:SNE) new pet dog ""Aibo,"" goes on sale in Japan tomorrow, but it's just the beginning of the company's return to robotics, CEO Kazuo Hirai told Bloomberg TV.""The technology we incorporated into Aibo - A.I., robotics, and that combination - in different form-factors can manifest itself in other robots that can be a part of transportation, education and healthcare."" "
153,"Sony unveils Google Assistant-enabled headphones, new and old","Jan. 9, 2018, 12:25 PM","
        Sony (NYSE:SNE) announces two new headphone styles that come with Google (GOOG, GOOGL) Assistant capabilities. The company also plans to add Assistant to some older headphones retroactively.               Flagship WF-SP700N will sell for $179.99. The Bluetooth headphones have a sleek, pill-shaped design and feature noise cancelation, Ambient Mode, and up to three hours of play on one charge.                The bulkier WI-SP600N headphones will sell for $149.99. The model has noise cancellation features and six hours of battery life via USB cord.                Software updates will bring Assistant to five older models, including the predecessors to the newly announced headphones.                     Sony shares are up 1.1%.               #CES18  Previously: Google releases Home sales info, CES Assistant focus (Jan. 5) "
154,"'Jumanji,' 'Insidious' top 'Last Jedi' at box office","Jan. 8, 2018, 2:11 PM","
 With $36M in third-week grosses, Jumanji: Welcome to the Jungle (SNE +0.5%) finally toppled Star Wars: The Last Jedi (DIS -1.3%) from the top of the box-office charts; the surprise is that lightly regarded horror sequel Insidious: The Last Key surpassed the Lucasfilm behemoth as well. The fourth film in the Insidious series (CMCSA -1.4%) drew $29.3M in its debut, enough for second place ahead of The Last Jedi's $23.6M. Rounding out the top five were The Greatest Showman (FOX -0.9%, FOXA -1%) with $13.8M in its third week, and Pitch Perfect 3 (NASDAQ:CMCSA), with $10.2M also in its third week. The new Jumanji take has pulled a cumulative $244.4M domestically to go along with $275M in foreign markets to hit $519.4M worldwide. Jedi, meanwhile, reached $1.2B worldwide ($572.5M domestic, $632.7M from foreign markets) -- good enough to pass Rogue One and become the second-highest grossing Star Wars film behind The Force Awakens.  "
155,Facebook reaches music licensing deal with Sony,"Jan. 8, 2018, 12:43 PM","
 Facebook (FB +0.8%) and Sony/ATV (SNE +0.4%) have signed a licensing deal that provides for the social network's users to upload and share videos from Sony artists on Facebook and Instagram. That means more royalties for the estates of artists including the Beatles, Bob Dylan, Taylor Swift and Michael Jackson, and Facebook looks forward to ""amazing songs which deepen connections between friends and fans."" Sony/ATV, the music business' top publisher, oversees a catalog of more than 3M songs. Facebook signed a similar licensing deal last month with Universal Music Group.  "
156,The Last Jedi tops $1B to push industry-wide box office to record,"Dec. 31, 2017, 7:48 PM","
 The final 2017 box office estimates from comScore indicate a 2.4% drop in North America to $11.12B and 2.9% increase globally to a record $39.92B. Disney's (NYSE:DIS) Star Wars: The Last Jedi topped $1B in worldwide box office revenue by pulling in another $124M over the New Year's Eve weekend. The Last Jedi has now brought in $571M in the U.S. to already rank as the eighth highest grossing domestic movie ever. Sony's (NYSE:SNE) Jumanji: Welcome To The Jungle took in $117.6M globally over the holiday weekend and 20th Century Fox's (FOX, FOXA) The Greatest Showman generated $43.8M. Related stocks: IMAX, AMC, RGC, RDI, MCS, HMNY, CNK, NFLX.  "
157,Disney claims U.S box office title again,"Dec. 28, 2017, 8:05 AM","
 Disney (NYSE:DIS) will be the U.S. box office leader for the second year in the row after Star Wars: The Last Jedi helped the studio push its YTD total to an insurmountable $2.27B. Through Christmas, Disney recorded a box market share of 21.3% to comfortably top the 18.9% share for Warner Bros. (NYSE:TWX). Universal (NASDAQ:CMCSA) was third with a 14% share, while Fox (FOX, FOXA) at 12.8% share and Sony (NYSE:SNE) with 8.9% rounded out the top five.Lionsgate (LGF.A, LGF.B) was sixth with an 8.2% share and Paramount (VIA, VIAB) limped in with a 4.9% share for the year. Total 2017 U.S. box office is expected to be down 2.5% Y/Y to around $11.09B to $11.11B.  "
158,Disney's 'Last Jedi' leads holiday weekend box office haul,"Dec. 26, 2017, 10:18 AM","
 Disney's (DIS -0.3%) Star Wars: The Last Jedi continued to rule the box office, collecting an estimated $100.7M over the four-day weekend in the U.S. and Canada, sending its gross near $400M in 11 days of release. Last Jedi already ranks as the third-highest grossing movie of the year at the domestic box office, and has grossed more than $775M worldwide so far. For the holiday weekend, Sony's (SNE -0.9%) Jumanji: Welcome to the Jungle and Comcast's (CMCSA) Pitch Perfect 3 enjoyed strong debuts, grossing $50.4M and $25.6M, respectively, while more adult-oriented offering such as Twentieth Century Fox's (FOX, FOXA) The Greatest Showman and Viacom's (VIA, VIAB) Downsizing lagged far behind.  "
159,"YouTube signs deals with Sony, Universal Music for paid music service","Dec. 19, 2017, 3:27 PM","
        Bloomberg reports that YouTube (GOOG, GOOGL) signed long-term agreements with Sony (NYSE:SNE) and Universal Music (OTCPK:VIVHY), which moves the company’s paid music service one step closer to reality.                  Universal Music says its deal provides artists with more flexibility and pay.                   As part of the agreements, YouTube promises to better police improper upload of copyrighted songs.                  YouTube and Warner Music signed a deal in May.    Previously: YouTube to launch new music service (Dec. 8) "
160,Videogame sales jump 30% from last year as holidays fire up,"Dec. 14, 2017, 6:53 PM","
 Videogame sales rose 30% Y/Y in November, rebounding from last month's decline, with broad gains and a not-unexpected goosing from the annual Call of Duty entry. Overall sales rose to $2.69B, according to NPD Group. Hardware sales vaulted 52% to $1.147B; software sales rose 19% to $1.2B; and accessories sales were up 11% to $344M. In software, console/portable sales rose 19% to $1.164B while PC games rose 13% to $33M. Call of Duty: WWII (NASDAQ:ATVI) topped the dollar-sales chart for software and becomes the best seller of both 2017 and the trailing 12 months. The game generated more launch-month spending than any debut in the franchise since 2012's Black Ops II. It topped a rough rollout of Star Wars: Battlefront II (NASDAQ:EA), which came in second ahead of Assassin's Creed: Origins (OTCPK:UBSFY). Rounding out the top 10 in dollar sales of software: No. 4, NBA 2K18 (NASDAQ:TTWO); No. 5, Madden NFL 18 (EA); No. 6, Super Mario Odyssey (OTCPK:NTDOY); No. 7, FIFA 18 (EA); No. 8, Need for Speed: Payback (EA); No. 9, Destiny 2 (ATVI); No. 10, Pokemon: Ultra Sun (OTCPK:NTDOY, followed by Pokemon: Ultra Moon at No. 11). The best-selling hardware platform in unit count was PlayStation 4 (NYSE:SNE), while dollar sales were led by Xbox One (NASDAQ:MSFT). PS4 is the best-selling platform YTD. After hours: ATVI -0.1%; EA -0.5%; TTWO flat; OTCPK:NTDOY +0.04%; SNE +0.1%; MSFT flat. ETF: GAMR  "
161,Sony stays atop VR headset market,"Dec. 8, 2017, 4:02 AM","
Sales of Sony's (NYSE:SNE) PlayStation VR headset have surpassed 2M units, making it the top seller in what remains a sluggish market for virtual reality.By Dec. 3, Sony said it had also sold 70.6M PS4 consoles since the platform was launched in 2013, maintaining its lead over Microsoft's rival Xbox and sustaining momentum despite the recent popularity of Nintendo's Switch. "
162,YouTube to launch new music service,"Dec. 8, 2017, 3:37 AM","
YouTube plans to introduce a paid music service in March, Bloomberg reports, marking a third attempt by parent company Alphabet (GOOG, GOOGL) to catch up with rivals Spotify and Apple.While Warner Music has already signed on, YouTube is in talks with two of the other big music publishers, Sony Music Entertainment (NYSE:SNE) and Universal Music (OTCPK:VIVHY). "
163,Fox jumps on CNBC report of nearing asset sale to Disney,"Dec. 5, 2017, 10:00 AM","
 Shares in Twenty-First Century Fox (FOX +3.6%, FOXA +3.4%) are jumping as CNBC's David Faber says the company's closing in on a deal to sell assets to Disney (NYSE:DIS) that could be announced next week. Disney is off 1.3% today. The assets commonly known as being on the block -- Fox's TV and film studio assets, along with a stake in Sky (OTCPK:SKYAY)  and its share of Hulu -- are seen to have an enterprise value that could exceed $60B. In any deal, Fox would keep its news and sports operations along with its broadcast network. Updated 10:04 a.m.: The report suggests Disney is much further ahead than other rivals linked to possible purchases of the assets: Comcast (CMCSA -1.1%), Verizon (VZ -0.8%), Sony (SNE +0.2%), and Amazon.com (AMZN +1.2%).  "
164,Report: Disney in pole position for major Fox asset purchase; stocks rise,"Dec. 4, 2017, 4:05 PM","
 With a lot of moving parts (and moving stocks) around potential major asset sales at Fox (FOX +2.7%, FOXA +2.8%), it's still Disney (NYSE:DIS) that holds a preferred-buyer spot for Fox over several deep-pocketed rivals, sources tell Bloomberg. That's because of a better strategic fit and fewer regulatory problems for Disney, vs. a cavalcade of other suitors linked to possible purchases: Comcast (CMCSA +4.9%), Verizon (VZ +0.9%), Sony (SNE +0.5%), and even Amazon.com (AMZN -2.5%). Disney closed up 4.7% today after weekend reports noted renewed heat around a Disney-Fox deal, but the Murdoch family is also in discussions with Comcast. Links to purchase prospects of Verizon, Sony and Amazon are more loosely sourced for now. A deal (for Fox's film and TV studio assets, as well as a stake in Sky (OTCPK:SKYAY), all worth some $50B) would mean Fox CEO James Murdoch could join Disney. Sky shares gained 2.3% in U.S. trading today. A suitor buying Fox's 39% stake in Sky would trigger a mandatory offer for the rest of it under UK takeover rules.  "
165,"Videogame sales slip in October, before crucial holidays","Nov. 16, 2017, 6:42 PM","
 Videogame sales fell 11% in October, just ahead of the crucial holiday season, but with year-to-date software sales still higher and the Nintendo (OTCPK:NTDOY) Switch still pacing growing hardware sales. Overall sales dropped to $825M, according to NPD Group. Hardware sales grew 10% to $238M. Software sales slipped 20% to $474M facing a tough comp with last year's release of Battlefield 1 (console/portable down 20% to $447M; PC game software down 29% to $27M). Accessories declined 7% to $113M. Middle Earth: Shadow of War (NYSE:TWX) topped the dollar-sales chart for software, while high-stakes Super Mario Odyssey (OTCPK:NTDOY) came in third. Those two sandwiched the No. 2 entry, Assassin's Creed: Origins (OTCPK:UBSFY), one of two top-four software titles for Ubisoft (South Park: The Fractured But Whole came in at No. 4). Rounding out the software top 10: No. 5, NBA 2K18 (NASDAQ:TTWO); No. 6, FIFA 18 (NASDAQ:EA); No. 7, WWE 2K18 (TTWO); No. 8, Madden NFL 18 (EA); No. 9, Destiny 2 (NASDAQ:ATVI); and No. 10, Forza Motorsport 7 (NASDAQ:MSFT). Hardware growth was again driven by the Nintendo Switch (the month's best-selling platform) and SNES Classic Edition; PlayStation 4 (NYSE:SNE) remains the YTD best-selling hardware platform. Nintendo shares rose 4.3% in the regular U.S. session. After hours: TWX +0.5%; TTWO +0.1%; EA flat; ATVI +0.3%; MSFT +0.1%; SNE -0.2%. ETF: GAMR  "
166,Bloomberg: Apple wants rear-facing 3D sensor by 2019,"Nov. 14, 2017, 11:52 AM","
        Apple (NASDAQ:AAPL) wants to have rear-facing 3D sensors in iPhones by 2019, according to Bloomberg.          Apple is leaning towards different tech than what appears in the TrueDepth system in the iPhone X, which uses a laser dot pattern to measure a face for 3D imaging.        The tech under consideration would instead use a laser to bounce off objects then measure the distance to create a 3D picture. The line of sight method would improve the display of AR objects in the surrounding environment.               TrueDepth would still appear in the forward-facing sensor system.               Sensor makers that could benefit from this move include Infineon (OTCQX:IFNNY +3.2%), Sony (SNE -0.1%), and STMicroelectronics (STM -0.1%).   Apple shares are down 0.61%.Previously: Apple Watch sells 3.9M units in Q3; Foxconn losses tied to iPhone X delays (Nov. 14) "
167,Sony pulls Spacey film from festival,"Nov. 7, 2017, 2:33 AM","
How far will studios go? Sony Pictures (NYSE:SNE) has withdrawn All the Money in the World, a movie starring Kevin Spacey, from the American Film Institute's annual festival following sexual misconduct allegations against the actor.""It would be inappropriate to celebrate at a gala at this difficult time,"" the studio declared, but said it would go ahead with a planned U.S. movie theater release in December. "
168,Sony jumps 11% after forecasting best-ever fiscal year profit,"Oct. 31, 2017, 9:20 AM","
 Sony (NYSE:SNE) is up 11% premarket after a Q2 earnings beat where it forecast its best fiscal-year profit ever, with the help of strong sales in televisions, image sensors and its game consoles. Operating income was 346% to ¥204.2B (about $1.81B) on revenues that grew 22% to ¥2.06T. It's expecting full-year operating profit of ¥630B, a record number surpassing profits hit during the era of the first PlayStation console by some 20%. Revenue by segment: Mobile Communications, ¥172B (up 1.9%); Game & Network Services, ¥433.2B (up 35.4%); Imaging Products & Solutions, ¥156.7B (up 15.8%); Home Entertainment & Sound, ¥300.9B (up 28.1%); Semiconductors, ¥228.4B (up 17.9%); Pictures, ¥244B (up 27%); Music, ¥206.6B (up 37.5%); Financial Services, ¥279.2B (up 7.2%). Operating income by segment: Mobile Communications, -¥2.5B; Game & Network Services, ¥54.8B (up 188.3%); Imaging Products & Solutions, ¥18.9B (up 27%); Home Entertainment & Sound, ¥24.4B (up 38.9%); Semiconductors, ¥49.4B (vs. year-ago loss of ¥4.2B); Pictures, ¥7.7B (up 140%); Music, ¥32.5B (up 96.9%); Financial Services, ¥36.6B (up 9%). Press Release  "
169,Overnight earnings roundup,"Oct. 31, 2017, 5:58 AM","
BP +3.8% premarket after restarting share buybacks following a rise in third-quarter production.Sony (NYSE:SNE) +5% premarket thanks to a strong performance from its PlayStation gaming unit.Profits at Airbus (OTCPK:EADSY) climbed on commercial aircraft revenues, but its legal risk has now spread to the U.S. "
170,"Sony beats by $0.36, beats on revenue","Oct. 31, 2017, 5:43 AM","
Sony (NYSE:SNE): Q2 EPS of $0.90 beats by $0.36.Revenue of $18.25B (+9.2% Y/Y) beats by $690M.Shares +5.02% PM.Press Release "
171,Next media shakeup... at Hulu,"Oct. 25, 2017, 2:03 AM","
Hulu CEO Mike Hopkins is leaving to become chairman of Sony Pictures Television (NYSE:SNE), while board member Randy Freer will succeed him.The service - owned by Comcast (NASDAQ:CMCSA), Disney (NYSE:DIS), Time Warner (NYSE:TWX) and 21st Century Fox (NASDAQ:FOX) - last disclosed its total number of subscribers 17 months ago; at the time, the figure stood at 12M.In comparison, Netflix announced last week that it now has 51M paying U.S. subscribers . "
172,Smart robot dogs from Sony,"Oct. 24, 2017, 6:43 AM","
Sony (NYSE:SNE) is developing a robot dog with smart home capabilities and plans to announce it next month, WSJ reports.The device would be a spiritual successor to the AIBO series of robot dogs that Sony released in the late '90s and early 2000s.Details on its cost are unclear, but previous AIBO robots sold for as much as $2,500. "
173,Videogame sales ride 'Destiny 2' to 39% surge in September,"Oct. 23, 2017, 6:57 PM","
 Videogame sales surged in September, with Activision Blizzard's (ATVI -1.9%) Destiny 2 providing a huge lift and broad gains recorded across categories. Overall sales were up 39% Y/Y, according to NPD Group, totaling $1.21B. Hardware sales were up 34% to $316M, software rose 49% (console/portable rose 52% to $726M, and PC game software was down 20% to $18M), and accessory sales were up 9% to $150M. Destiny 2 drove more launch-month consumer spend than any other release this year. ""With one month of sales, Destiny 2 also becomes the best-selling game of 2017 year to date, and the third best-selling game of the 12-month rolling period ending September 2017, trailing only Call of Duty: Infinite Warfare and Battlefield 1,"" says NPD's Mat Piscatella. Just behind Destiny 2 on the dollar-sales chart is the month's top-selling sports game, NBA 2K18 (TTWO +0.1%), which also rode one month to be the year's best-selling sports game. Rounding out the September top 10: No. 3, Madden NFL 18 (NASDAQ:EA); No. 4, FIFA 18 (EA); No. 5, Mario & Rabbids: Kingdom Battle (UBSFY -0.4%); No. 6, Marvel vs. Capcom: Infinite (CCOEY -1.2%); No. 7, Grand Theft Auto V (NASDAQ:TTWO); No. 8, NHL 18 (EA); No. 9, The Legend of Zelda: Breath of the Wild (NTDOY +0.4%); No. 10, Tom Clancy's Rainbox Six: Siege (OTCPK:UBSFY). PlayStation 4 (SNE -0.1%) led platforms in overall consumer spend, while Nintendo Switch sold the most units among this generation of consoles, and Nintendo's retro-styled SNES Classic Edition was the overall top-selling hardware unit in September. PS4 remains the YTD hardware leader. After hours: ATVI +0.6%; EA +0.1%; SNE +0.1%. ETF: GAMR  "
174,Disney's Movies Anywhere launches with five of six studios on board,"Oct. 12, 2017, 12:09 AM","
 Disney's (NYSE:DIS) Movies Anywhere has just launched, a digital movie locker and app launched with backing from five of the six major Hollywood studios, as expected. Along with Disney (and its Disney, Pixar, Marvel and Lucasfilm marks), the service features films from Sony Pictures Entertainment (NYSE:SNE), 20th Century Fox (FOX, FOXA), Universal Pictures (NASDAQ:CMCSA) and Warner Bros. (NYSE:TWX). That brings together a combined library of more than 7,300 films. Still missing: Paramount (VIA, VIAB) and Lionsgate (LGF.A, LGF.B). While it's owned by Disney, it operates independently via an advisory committee representing the participants, and movies can be redeemed through Amazon Video, Google Play, iTunes and Vudu. Customers can use a free app to connect their Movies Anywhere account with participating digital retailers, and Movies Anywhere will sync the library across accounts so users can stream or download on a wide variety of devices (including Amazon Fire, Android and Android TV, Apple TV, Chromecast, iOS devices and Roku devices). As a promo, new users connecting with one of those four retailers will get free digital copies of last year's Ghostbusters remake and Ice Age. Connecting with a second gets free copies of Big Hero 6, Jason Bourne and The LEGO Movie.It follows in the footsteps of the UltraViolet locker model (which studios abandoned for superior Disney tech) and the previous proprietary Disney Movies Anywhere. (Libraries from the older services will port over via retailers.)Previously: Bloomberg: Most rival studios joining Disney digital locker effort (Oct. 10 2017)  "
175,PlayStation business gets a new chief,"Oct. 3, 2017, 2:48 AM","
The head of Sony's (NYSE:SNE) videogame division, who steered PlayStation 4 sales to the top spot globally, is leaving the Japanese conglomerate.Andrew House has passed the baton to Tsuyoshi ""John"" Kodera, deputy president of the unit, but will remain as chairman until the end of the year.""Now seemed to be the right time for me to pursue new challenges,"" he said in a statement. "
176,'Kingsman 2' edges 'It' in virtual box-office tie,"Oct. 2, 2017, 8:35 PM","
 In a tight race that had to be decided by late Monday final figures, Kingsman: The Golden Circle (FOX +1%, FOXA +0.8%) held on to the top spot at the domestic box office over the weekend, edging It (TWX +0.6%) and newcomer  American Made (CMCSA -1.3%) by just a few hundred thousand dollars between the three. Kingsman added some 35 theaters to log $16.935M in grosses, while It shedded 90 theaters and hit $16.902M. American Made followed up with $16.78M. Behind those films, The LEGO Ninjago Movie (NYSE:TWX) fell to $11.6M in its second week, while a remake of Flatliners (SNE -0.1%) looked dead on arrival with a $6.6M debut in more than 2,500 theaters. It has settled into the spot of fifth-highest grosser of 2017, with $290.8M cumulative domestic. Worldwide, it's hit $555.6M.  "
177,Disney behind-the-scenes content headed to movie pre-shows,"Sep. 27, 2017, 5:08 PM","
 Disney (DIS +0.6%) is partnering with movie-theater advertising firm National CineMedia (NCMI +3.1%) on new pre-movie content that will have exclusive behind-the-scenes footage for a number of upcoming Star Wars and Marvel films. National CineMedia launches Noovie on Friday, its replacement for FirstLook, a pre-show roll that has played out before features on thousands of national screens for more than a decade. The deal starts with content tied to the Pixar film Coco, but will eventually offer exclusive content around Star Wars: The Last Jedi and the untitled Han Solo movie, as well as Avengers: Infinity War and Black Panther, and The Incredibles 2 and others. Noovie also has a partnership with Sony Music's (NYSE:SNE) Rumble Yard, which is sharing behind-the-scenes video of the Foo Fighters from the band's Acropolis show.  "
178,Eminem royalty stream set to be a traded stock,"Sep. 26, 2017, 8:30 AM","
 Shares of the royalty stream for the entire music catalog of Eminem are set to go public in what has the potential to be an industy-rattling development. Start-up Royalty Flow filed for a ""mini-IPO"" with a target to raise $11M to $50M. Royalty Flow holds the multimillion dollar royalty stream for the Eminem catalog dating back to 1995. The minimum investment for investors is expected to be $2,250 for 150 shares, according to Detroit Free Press.  The stock will be listed on either the OTC or Nasdaq. While Eminem has won 15 Grammy Awards and sold more than 32.2M albums, a decline in his popularity is cited as a potential risk factor by Royalty Flow. Royalty Flow SEC filingRelated stocks: SNE, P, SIRI.  "
179,"VR gaming needs competition, says runaway leader Sony","Sep. 22, 2017, 11:56 AM","
 Virtual reality gaming needs more competition, says Sony (SNE -0.1%) -- which itself is uncomfortable with its large lead in the nascent sector. The company's PlayStation VR system has built a large lead over HTC's Vive and Oculus Rift (FB -0.4%) thanks in part to its massive PlayStation user base, but more competition will drive adoption of VR and spur more development, says Sony Interactive Entertainment CEO Andrew House. “With such a brand new category you want a variety of platforms all doing well to create that rising tide and create the audience,"" he says. In the quarter ended in June, the company sold more than 500,000 headsets. Sony's gaming business is headed toward its highest ever annual operating profit, of ¥180B (about $1.6B). And despite the success of the Nintendo Switch (NTDOY -2.1%), which has given a boost to industry hardware sales, House says the company isn't seeing an impact on PlayStation sales.  "
180,Credit Suisse goes Neutral on Sony as earnings flatten,"Sep. 20, 2017, 12:16 PM","
 Credit Suisse has headed to the sidelines on Sony (SNE +0.7%), downgrading to Neutral from Outperform as it sees a plateau in profit growth even as semiconductor demand increases. Shares fell 1.2% in Japan Wednesday. The firm's got a price target of ¥4,700/share, implying 10.8% upside from the Tokyo close. Heavy demand for dual-camera smartphones means increased need for CMOS image sensors, but the firm thinks that means just 4% profit growth for Sony, and analyst Mika Nishimura sees games profits falling 8% amid a cyclical turn in the segment. CS has raised its gaming-segment operating profit slightly for the coming fiscal year as the yen depreciates against the euro, but cut forward estimates to account for growing costs. ""We had previously thought that the downturn in profits would be partially offset by faster PS VR sales growth, stronger contributions from smartphone games and improved PS Vue margins, but we now think it will be some time before these factors emerge and fully offset the cost increase,"" Nishimura writes.  "
